date,opposition_code,opposition_full,md_plus_code,md_minus_code,season,total_distance,hsr_distance,high_hsr_distance,sprint_distance,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,top_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms,combined_hsr_sprint,hr_zone_1_sec,hr_zone_2_sec,hr_zone_3_sec,hr_zone_4_sec,hr_zone_5_sec,high_hr_seconds,md_label,recovery_score,is_recovery_data_collected,recovery_score_filled,recovery_label,ewma_total_distance,ewma_total_distance_28d_avg,ewma_total_distance_delta_pct,ewma_hsr_distance,ewma_hsr_distance_28d_avg,ewma_hsr_distance_delta_pct,ewma_acc_dec_over_2_5,ewma_acc_dec_over_2_5_28d_avg,ewma_acc_dec_over_2_5_delta_pct,ewma_high_hr_seconds,ewma_high_hr_seconds_28d_avg,ewma_high_hr_seconds_delta_pct,top_speed_max,readiness_flag,load_spike_flag,load_spike_penalty,readiness_penalty,recovery_penalty,injury_risk_score,injury_risk_flag,recovery_score_next_day,recovery_score_flag,recovery_class_predicted,total_distance_next_day,total_distance_+2_days,predicted_total_distance_next_day,predicted_total_distance_+2_days,week_commencing,season_start,season_week,games_this_week,week_label,ewma_total_distance_28d_ago,ewma_acc_dec_over_2_5_28d_ago,ewma_hsr_distance_28d_ago
2022-08-12,,,6,-2,2022/2023,4205.273933,88.71367593,33.48532178,26.5021093,79.64664508,20.82291587,4.826601397,63.96877816,31.1003,00:04:49,00:17:28,00:16:26,00:06:26,00:00:02,115.21578523,289.0,1048.0,986.0,386.0,2.0,388.0,-2,,False,0.0,No Data,3951.483431107652,4397.317906334277,-10.138781973993883,171.61667215796402,160.47187991055526,6.945012580160903,80.72854780840814,88.66342773134323,-8.949439612213473,424.1501693725586,479.5954083529386,-11.560836074472453,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,2821.360564,10190.6242,,,2022-08-08,2022-08-01,2,1,Wk 2 (1 Games),,,
2022-08-13,,,7,-1,2022/2023,2821.360564,66.08966944,0.0,2.315383909,78.2613081,22.64746273,5.648574727,54.75395802,26.7007,00:03:52,00:15:19,00:15:53,00:07:26,00:00:04,68.405053349,232.0,919.0,953.0,446.0,4.0,450.0,-1,,False,0.0,No Data,3668.952714330739,4336.620807000649,-15.396045040232398,145.234921478473,159.20213337454842,-8.773256739729309,80.1117378813061,87.95078691050679,-8.912994760555376,430.61262702941895,475.51350990931195,-9.442609293783539,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,10190.6242,3507.646465,,,2022-08-08,2022-08-01,2,1,Wk 2 (1 Games),,,
2022-08-14,TOT,Tottenham Hotspur,0,0,2022/2023,10190.6242,407.1498307,202.1915331,95.73328361,193.1465208,73.31027854,22.63945216,96.40421297,32.322,00:06:47,00:19:45,00:12:49,00:11:21,00:00:12,502.88311431,407.0,1185.0,769.0,681.0,12.0,693.0,0,,False,0.0,No Data,5299.3705857480545,4410.678482288911,20.148648490877044,210.71364878385475,163.16455763680275,29.141801280701056,108.37043361097957,89.52152896438932,21.055163897042178,496.2094702720642,477.10550686029285,4.004138107206008,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,3507.646465,0.0,,,2022-08-08,2022-08-01,2,1,Wk 2 (1 Games),,,
2022-08-15,,,1,-6,2022/2023,3507.646465,0.0,18.95385211,9.431943018,120.7586697,36.30362083,10.02728819,62.97166806,28.2309,00:05:20,00:12:52,00:17:30,00:10:21,00:00:31,9.431943018,320.0,772.0,1050.0,621.0,31.0,652.0,1,,False,0.0,No Data,4851.439555561041,4442.1614160940635,9.213490936735262,158.03523658789106,162.7981775618805,-2.925672169873652,111.46749263323467,91.08909779787827,22.37193618996529,535.1571027040482,481.2520494205611,11.20100233305812,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,0.0,4746.079919,,,2022-08-15,2022-08-01,3,1,Wk 3 (1 Games),,,
2022-08-16,,,2,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,,False,0.0,No Data,3638.5796666707806,4388.589299465844,-17.089993654369774,118.5264274409183,159.84672755381635,-25.849950602827672,83.600619474926,90.58986590968146,-7.71526303143419,401.3678270280361,475.9264345943928,-15.665994184563223,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,4746.079919,4995.294095,,,2022-08-15,2022-08-01,3,1,Wk 3 (1 Games),,,
2022-08-17,,,3,-4,2022/2023,4746.079919,43.05453292,0.0,0.0,98.62359037,22.81968352,5.78648604,66.90251893,22.543,00:06:52,00:18:45,00:13:40,00:06:23,00:00:04,43.05453292,412.0,1125.0,820.0,383.0,4.0,387.0,-4,,False,0.0,No Data,3915.4547297530853,4359.018388858797,-10.175769394307098,99.65845381068873,156.08496044487086,-36.15114901099773,87.3563621986945,90.38777192774477,-3.353783000065043,397.7758702710271,471.0420243241824,-15.554058930999288,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,4995.294095,3468.36657,,,2022-08-15,2022-08-01,3,1,Wk 3 (1 Games),,,
2022-08-18,,,4,-3,2022/2023,4995.294095,179.0132661,75.69530728,49.11336827,137.6739085,40.03787766,11.27466661,79.10967238,30.6657,00:02:20,00:10:20,00:18:43,00:22:49,00:00:00,228.12663437,140.0,620.0,1123.0,1369.0,0.0,1369.0,-3,,False,0.0,No Data,4185.4145710648145,4348.806399576797,-3.75716492065232,119.49715688301654,153.93273670593825,-22.37053700195359,99.93574877402088,90.94941762458454,9.880581299079417,640.5819027032703,481.0149583464817,33.17296927840035,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3468.36657,2436.343984,,,2022-08-15,2022-08-01,3,1,Wk 3 (1 Games),,,
2022-08-19,,,5,-2,2022/2023,3468.36657,38.83175239,8.502787848,2.099493278,75.95655001,18.3251661,3.082021388,81.55446762,27.1173,00:13:15,00:23:48,00:17:03,00:02:53,00:00:05,40.931245667999995,795.0,1428.0,1023.0,173.0,5.0,178.0,-2,,False,0.0,No Data,4006.1525707986107,4329.770075755787,-7.4742422644853,99.33080575976241,150.89929609781737,-34.17410927127635,93.94094908301565,91.1156138167196,3.1008244887415835,524.9364270274527,483.455039939869,8.580195397847774,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,2436.343984,5635.717452,,,2022-08-15,2022-08-01,3,1,Wk 3 (1 Games),,,
2022-08-20,,,6,-1,2022/2023,2436.343984,6.828462805,29.07490675,2.949025548,63.29754513,22.28608377,6.685321314,59.64192971,27.0906,00:07:09,00:17:40,00:20:45,00:06:40,00:00:06,9.777488352999999,429.0,1060.0,1245.0,400.0,6.0,406.0,-1,,False,0.0,No Data,3613.700424098958,4292.082199352796,-15.805423655589152,76.20522002107181,146.96802893588338,-48.148437062922525,86.28009809476174,90.86111298924814,-5.041777217750443,495.20232027058955,484.07331785201217,2.299032400290171,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,5635.717452,0.0,,,2022-08-15,2022-08-01,3,1,Wk 3 (1 Games),,,
2022-08-21,LEE,Leeds United,0,0,2022/2023,5635.717452,342.9453935,147.0083937,60.52226543,149.3339219,54.88763993,20.36545625,64.04870174,30.2783581,00:01:53,00:06:15,00:22:15,00:23:45,00:00:38,403.46765893,113.0,375.0,1335.0,1425.0,38.0,1463.0,0,,False,0.0,No Data,4119.204681074219,4283.438323438868,-3.834154479731082,142.89026339080385,146.7641406586294,-2.6395257386721687,102.0435540460713,91.42023504208929,11.620314691918162,737.1517402029422,496.7272389695587,48.40171473828065,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,0.0,3275.065816,,,2022-08-15,2022-08-01,3,1,Wk 3 (1 Games),,,
2022-08-22,,,1,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,False,0.0,No Data,3089.403510805664,4226.579522837286,-26.905349961763886,107.16769754310289,144.87859574836625,-26.029309581908077,76.53266553455347,90.71130316077807,-15.630508141961283,552.8638051522066,499.40040878778,10.705517140885213,,Ready,0,0.0,0.0,0.0,0.0,Low,,Unknown,,3275.065816,5673.246746,,,2022-08-22,2022-08-01,4,1,Wk 4 (1 Games),,,
2022-08-23,,,2,-4,2022/2023,3275.065816,78.4648397,8.894065901,0.0,64.23770174,17.4907045,3.420880917,60.3564997,25.3047,00:04:36,00:19:29,00:16:01,00:01:57,00:00:00,78.4648397,276.0,1169.0,961.0,117.0,0.0,117.0,-4,,False,0.0,No Data,3135.8190871042484,4176.999503031239,-24.926515197605568,99.99198308232715,142.8382951726372,-29.996375998835006,73.4589245859151,89.92710413464793,-18.312809811016503,443.89785386415497,496.8775653821607,-10.662528399175708,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,5673.246746,5716.893586,,,2022-08-22,2022-08-01,4,1,Wk 4 (1 Games),,,
2022-08-24,,,3,-3,2022/2023,5673.246746,119.9512426,38.90034186,18.76901698,97.1870205,26.89396349,7.714358077,64.47035894,29.0369,00:04:47,00:16:14,00:21:58,00:14:11,00:00:02,138.72025958,287.0,974.0,1318.0,851.0,2.0,853.0,-3,,False,0.0,No Data,3770.1760018281866,4159.311524718063,-9.355767669175822,104.98179796174537,141.19236051129408,-25.64626189293875,79.39094856443633,89.46901041420395,-11.264304593412207,546.1733903981162,499.02086212198486,9.449009421294495,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,5716.893586,3871.322539,,,2022-08-22,2022-08-01,4,1,Wk 4 (1 Games),,,
2022-08-25,,,4,-2,2022/2023,5716.893586,171.7022802,107.6121287,33.36835798,101.5824729,30.83581335,6.771580602,75.58331233,30.1399,00:04:11,00:16:37,00:18:20,00:12:07,00:00:05,205.07063818,251.0,997.0,1100.0,727.0,5.0,732.0,-2,,False,0.0,No Data,4256.855397871141,4163.3758527661075,2.245282396085528,121.66191852130902,140.3785920950447,-13.332997071991839,84.93882964832724,89.28025288229242,-4.86269146178263,592.6300427985872,502.92124465017656,17.837543969893442,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3871.322539,9243.83888,,,2022-08-22,2022-08-01,4,1,Wk 4 (1 Games),,,
2022-08-26,,,5,-1,2022/2023,3871.322539,194.1813903,91.74957385,21.40397402,66.43034436,19.55884316,9.011714156,59.95414971,28.97405,00:03:43,00:16:45,00:16:39,00:07:02,00:00:02,215.58536432,223.0,1005.0,999.0,422.0,2.0,424.0,-1,,False,0.0,No Data,4160.472183153355,4163.259705981598,-0.06695529525188648,139.79178646598177,140.35511986988217,-0.4013629174501407,80.31170832624544,88.92151110005054,-9.682474653537694,550.4725320989404,504.8232961481271,9.042616753054665,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,9243.83888,4714.720847,,,2022-08-22,2022-08-01,4,1,Wk 4 (1 Games),,,
2022-08-27,LEI,Leicester City,0,0,2022/2023,9243.83888,538.5219348,278.0489025,125.5087852,227.6969267,95.00008081,34.41884819,90.21831558,31.7049,00:06:21,00:19:59,00:10:34,00:20:36,00:00:25,664.0307200000001,381.0,1199.0,634.0,1236.0,25.0,1261.0,0,,False,0.0,No Data,5431.313857365016,4212.031019496345,28.947622470607232,239.47432354948634,144.16739693448235,66.10851596239664,117.15801291968408,90.00753040080568,30.164678886285024,728.1043990742053,513.4110308760532,41.81705403403826,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,4714.720847,1419.717131,,,2022-08-22,2022-08-01,4,1,Wk 4 (1 Games),,,
2022-08-28,,,1,-2,2022/2023,4714.720847,116.232693,75.95010202,10.46576433,108.8349922,38.06803639,11.51783015,64.55603515,28.11856667,00:04:39,00:14:29,00:16:09,00:10:27,00:00:03,126.69845733,279.0,869.0,969.0,627.0,3.0,630.0,1,,False,0.0,No Data,5252.1656047737615,4250.554522654767,23.564245012752316,208.66391591211476,146.55615689661687,42.378130220288,115.07725773976306,90.93603882076705,26.547471422829204,703.5782993056539,520.4542630401126,35.185423440642964,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,1419.717131,5380.990631,,,2022-08-22,2022-08-01,4,1,Wk 4 (1 Games),,,
2022-08-29,,,2,-1,2022/2023,1419.717131,86.59832953,20.78553429,4.390746102,21.5880745,4.23804069,1.872396471,55.7508119,27.2766,00:10:02,00:16:26,00:07:28,00:01:50,00:00:01,90.989075632,602.0,986.0,448.0,110.0,1.0,111.0,-1,,False,0.0,No Data,4294.053486330321,4252.108057071751,0.9864619782841486,178.14751931658606,147.68441984018722,20.62715857865283,91.70496192982229,90.96350036037617,0.8151198739149421,555.4337244792405,521.7035295200814,6.465395200639673,,Monitor,1,1.0,0.5,0.0,0.55,Moderate,,Unknown,,5380.990631,3171.196542,,,2022-08-29,2022-08-01,5,2,Wk 5 (2 Games),,,
2022-08-30,SOU,Southampton,0,0,2022/2023,5380.990631,264.8703619,161.8232331,87.91587561,169.8959494,72.88446342,26.64623008,56.71042608,29.81470476,00:02:17,00:06:56,00:18:54,00:20:43,00:01:02,352.78623751,137.0,416.0,1134.0,1243.0,62.0,1305.0,0,,False,0.0,No Data,4565.787772497741,4253.597439089528,7.339442386796155,199.82822996243954,151.63262339456006,31.7844573871618,111.25270879736672,90.68295064242498,22.683159303065743,742.8252933594304,523.7687185686325,41.823149612569615,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,3171.196542,3939.213092,,,2022-08-29,2022-08-01,5,2,Wk 5 (2 Games),4524.085076,119.1081009,89.27853044
2022-08-31,,,1,-3,2022/2023,3171.196542,150.2844427,0.0,12.08542842,49.10755493,5.873294915,0.0,29.72558671,27.6732,00:07:10,00:04:33,00:04:22,00:01:55,00:00:00,162.36987112,430.0,273.0,262.0,115.0,0.0,115.0,1,,False,0.0,No Data,4217.139964873306,4236.022963879646,-0.4457718753499414,187.44228314682965,153.74040777194682,21.92128657865603,95.71642033052504,90.50051634905087,5.763396930639582,585.8689700195728,523.0497532121886,12.01017999178749,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,3939.213092,4283.844231,,,2022-08-29,2022-08-01,5,2,Wk 5 (2 Games),4709.22527075,100.82458054499999,128.42432058
2022-09-01,,,2,-2,2022/2023,3939.213092,88.62988059,38.8643167,28.22681532,74.95951062,28.35947243,7.890767232,68.67255145,30.66142857,00:06:31,00:21:29,00:18:13,00:03:54,00:00:03,116.85669591,391.0,1289.0,1093.0,234.0,3.0,237.0,-2,,False,0.0,No Data,4147.658246654979,4196.526668365092,-1.1644968701974465,162.73918250762225,154.33418910043335,5.445969850348147,90.52719290289379,90.16253883500245,0.4044407717474041,498.6517275146796,521.1266006234272,-4.312747244500811,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,4283.844231,3128.296272,,,2022-08-29,2022-08-01,5,2,Wk 5 (2 Games),5253.5545210625,99.99056329624999,146.11330531000002
2022-09-02,,,3,-1,2022/2023,4283.844231,126.7228301,28.36996669,2.47109923,38.51446163,13.93774679,2.68766043,62.94869557,27.0873,00:05:29,00:21:21,00:15:06,00:03:23,00:00:00,129.19392933,329.0,1281.0,906.0,203.0,0.0,203.0,-1,,False,0.0,No Data,4181.704742741234,4181.737412934533,-0.0007812588422480294,153.7350944057167,155.30036000036966,-1.0078956640211554,77.52401008467035,89.86230745276968,-13.730225405778903,424.7387956360097,520.5056647532847,-18.398813999972067,,Monitor,0,0.0,0.5,0.0,0.15,Moderate,,Unknown,,3128.296272,3769.789047,,,2022-08-29,2022-08-01,5,2,Wk 5 (2 Games),4595.803894796875,85.93048878718749,126.68230920750003
2022-09-03,WHU,West Ham United,0,0,2022/2023,3128.296272,494.3630694,246.2546383,72.26966195,86.34745963,36.19347414,14.74687136,31.01756843,29.85651333,00:01:00,00:00:40,00:02:37,00:01:27,00:00:02,566.63273135,60.0,40.0,157.0,87.0,2.0,89.0,0,,False,0.0,No Data,3918.3526250559257,4148.0942923705425,-5.538487100863962,238.8920881542875,156.44706428425044,52.698351514120944,79.72987247100276,89.31373509761298,-10.730558537425173,340.8040967270073,512.3971057078206,-33.48828614942631,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,3769.789047,1653.959753,,,2022-08-29,2022-08-01,5,2,Wk 5 (2 Games),4860.360000847657,95.08989841539062,206.78436820562501
2022-09-04,,,1,-2,2022/2023,3769.789047,262.7822805,62.88869897,18.83100757,101.2766608,35.98319876,10.32962251,43.06702465,28.7826,00:02:24,00:04:01,00:09:58,00:06:14,00:00:01,281.61328807,144.0,241.0,598.0,374.0,1.0,375.0,1,,False,0.0,No Data,3881.2117305419442,4090.6331091082643,-5.119534629004477,244.86463624071564,157.5957166230539,55.375184990843586,85.11656955325208,88.66476647499545,-4.001811613347004,349.3530725452555,506.56568642372264,-31.034990740956914,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,1653.959753,3491.169199,,,2022-08-29,2022-08-01,5,2,Wk 5 (2 Games),5490.124861885743,103.28769098654297,212.70237075421875
2022-09-05,,,2,-1,2022/2023,1653.959753,51.19878885,26.0903898,11.16943721,15.83050882,1.615322271,0.0,30.41873857,27.9332,00:04:20,00:04:25,00:01:52,00:00:28,00:00:04,62.36822606,260.0,265.0,112.0,28.0,4.0,32.0,-1,,False,0.0,No Data,3324.3987361564577,4062.304719456198,-18.164712749528068,196.44817439303674,158.9143379204601,23.618911272413378,67.79505436993905,88.31938383678231,-23.238759800196323,270.0148044089416,502.47783624636344,-46.26334040402249,,Monitor,1,1.0,0.5,0.0,0.55,Moderate,,Unknown,,3491.169199,6489.755554,,,2022-09-05,2022-08-01,6,1,Wk 6 (1 Games),4117.593646414307,77.46576823990722,159.52677806566408
2022-09-06,DIN,Dinamo Zagreb,0,0,2022/2023,3491.169199,195.7521222,90.3214388,46.01970304,86.3652067,32.55716531,12.3500435,23.42294754,30.8133,00:01:20,00:01:48,00:03:15,00:02:26,00:00:01,241.77182524,80.0,108.0,195.0,146.0,1.0,147.0,0,,False,0.0,No Data,3366.0913518673433,4072.2295807796486,-17.340334450817274,196.27416134477755,161.65109069887185,21.418395939191353,72.43759245245428,88.83146477508673,-18.45502870423251,239.2611033067062,500.724448613344,-52.217011977487445,,Ready,1,1.0,0.0,0.0,0.4,Moderate,,Unknown,,6489.755554,3755.942243,,,2022-09-05,2022-08-01,6,1,Wk 6 (1 Games),3088.19523481073,58.099326179930415,119.64508354924806
2022-09-07,,,1,-7,2022/2023,6489.755554,228.8795459,94.83445158,35.08946563,117.6909894,29.13790831,7.633827506,102.6247436,30.1673,00:13:06,00:33:30,00:19:31,00:06:41,00:00:02,263.96901153,786.0,2010.0,1171.0,401.0,2.0,403.0,1,,False,0.0,No Data,4147.007402400507,4080.5804010490224,1.627881203723075,204.42550748358317,161.6246468050021,26.48164220288736,83.75094168934072,89.19101419845789,-6.099350431213317,280.1958274800296,497.293336460008,-43.655825055970205,,Ready,1,0.0,0.0,0.0,0.0,Low,,Unknown,,3755.942243,4608.970329,,,2022-09-05,2022-08-01,6,1,Wk 6 (1 Games),3913.184434858048,73.6835578349478,205.16593651193602
2022-09-08,,,2,-6,2022/2023,3755.942243,205.8010982,50.06622742,11.04311379,79.00991167,18.13888581,3.040679184,52.23107419,28.446,00:02:55,00:13:54,00:16:20,00:07:35,00:00:01,216.84421199000002,175.0,834.0,980.0,455.0,1.0,456.0,-6,,False,0.0,No Data,4049.24111255038,4087.0930623135523,-0.9261337871701348,204.7694051626874,161.82173255245692,26.54011419406127,82.56568418450554,89.24374641750413,-7.48294698628739,324.14687061002223,493.29143091643454,-34.2889719353479,,Reduced,1,1.0,1.0,0.0,0.7,Moderate,,Unknown,,4608.970329,5590.174035,,,2022-09-05,2022-08-01,6,1,Wk 6 (1 Games),3866.8865971435357,81.08918205121086,199.25100423395202
2022-09-09,,,3,-5,2022/2023,4608.970329,240.0896798,87.65903191,17.68228214,124.2758065,35.96004306,9.612084974,81.37187294,28.56055,00:03:03,00:19:17,00:20:51,00:12:01,00:00:05,257.77196194,183.0,1157.0,1251.0,721.0,5.0,726.0,-5,,False,0.0,No Data,4189.173416662785,4095.581990369093,2.2851801407901315,213.59947382201554,163.32111832617306,30.7849689073462,92.99321476337916,89.68177023732453,3.692438850494996,424.6101529575167,493.30785890161167,-13.92592976261432,,Reduced,1,1.0,1.0,0.0,0.7,Moderate,,Unknown,,5590.174035,0.0,,,2022-09-05,2022-08-01,6,1,Wk 6 (1 Games),3951.483431107652,80.72854780840814,171.61667215796402
